cpu,real,situation
0.034,0.039,q3-indexes-other-case:c
0.033,0.038,q3-indexes-other-case:c
0.034,0.039,q3-indexes-other-case:c
0.035,0.04,q3-indexes-other-case:c
0.034,0.039,q3-indexes-other-case:c
0.034,0.039,q3-indexes-other-case:c
0.033,0.039,q3-indexes-other-case:c
0.033,0.039,q3-indexes-other-case:c
0.033,0.039,q3-indexes-other-case:c
0.034,0.039,q3-indexes-other-case:c
0.034,0.04,q3-indexes-other-case:c
0.034,0.039,q3-indexes-other-case:c
0.033,0.039,q3-indexes-other-case:c
0.033,0.039,q3-indexes-other-case:c
0.033,0.04,q3-indexes-other-case:c
0.034,0.039,q3-indexes-other-case:c
0.033,0.039,q3-indexes-other-case:c
0.034,0.039,q3-indexes-other-case:c
0.033,0.039,q3-indexes-other-case:c
0.034,0.039,q3-indexes-other-case:c
0.033,0.039,q3-indexes-other-case:c
0.034,0.039,q3-indexes-other-case:c
0.034,0.04,q3-indexes-other-case:c
0.035,0.04,q3-indexes-other-case:c
0.034,0.039,q3-indexes-other-case:c
0.034,0.039,q3-indexes-other-case:c
0.034,0.039,q3-indexes-other-case:c
0.033,0.039,q3-indexes-other-case:c
0.034,0.039,q3-indexes-other-case:c
0.033,0.039,q3-indexes-other-case:c
0.033,0.039,q3-indexes-other-case:c
0.033,0.039,q3-indexes-other-case:c
0.034,0.039,q3-indexes-other-case:c
0.034,0.039,q3-indexes-other-case:c
0.035,0.039,q3-indexes-other-case:c
0.033,0.039,q3-indexes-other-case:c
0.035,0.039,q3-indexes-other-case:c
0.034,0.039,q3-indexes-other-case:c
0.033,0.039,q3-indexes-other-case:c
0.034,0.039,q3-indexes-other-case:c
0.034,0.039,q3-indexes-other-case:c
0.034,0.039,q3-indexes-other-case:c
0.034,0.039,q3-indexes-other-case:c
0.033,0.039,q3-indexes-other-case:c
0.034,0.039,q3-indexes-other-case:c
0.033,0.039,q3-indexes-other-case:c
0.035,0.04,q3-indexes-other-case:c
0.033,0.039,q3-indexes-other-case:c
0.034,0.04,q3-indexes-other-case:c
0.035,0.04,q3-indexes-other-case:c
0.034,0.039,q3-indexes-other-case:c
0.033,0.039,q3-indexes-other-case:c
0.034,0.039,q3-indexes-other-case:c
0.034,0.039,q3-indexes-other-case:c
0.034,0.039,q3-indexes-other-case:c
0.035,0.04,q3-indexes-other-case:c
0.033,0.039,q3-indexes-other-case:c
0.034,0.039,q3-indexes-other-case:c
0.033,0.039,q3-indexes-other-case:c
0.033,0.039,q3-indexes-other-case:c
0.037,28.774,q1-mat-view-small-no-indexes-case:a
0.038,17.037,q1-mat-view-small-no-indexes-case:a
0.038,16.727,q1-mat-view-small-no-indexes-case:a
0.039,16.883,q1-mat-view-small-no-indexes-case:a
0.039,16.819,q1-mat-view-small-no-indexes-case:a
0.038,16.958,q1-mat-view-small-no-indexes-case:a
0.037,16.948,q1-mat-view-small-no-indexes-case:a
0.037,17.022,q1-mat-view-small-no-indexes-case:a
0.039,16.919,q1-mat-view-small-no-indexes-case:a
0.038,15.967,q1-mat-view-small-no-indexes-case:a
0.038,18.543,q1-mat-view-small-no-indexes-case:a
0.037,15.817,q1-mat-view-small-no-indexes-case:a
0.036,15.158,q1-mat-view-small-no-indexes-case:a
0.036,15.153,q1-mat-view-small-no-indexes-case:a
0.037,15.118,q1-mat-view-small-no-indexes-case:a
0.036,15.133,q1-mat-view-small-no-indexes-case:a
0.036,15.028,q1-mat-view-small-no-indexes-case:a
0.038,16.022,q1-mat-view-small-no-indexes-case:a
0.037,16.117,q1-mat-view-small-no-indexes-case:a
0.037,16.115,q1-mat-view-small-no-indexes-case:a
0.038,14.99,q1-mat-view-small-no-indexes-case:a
0.036,15.093,q1-mat-view-small-no-indexes-case:a
0.037,15.16,q1-mat-view-small-no-indexes-case:a
0.037,15.088,q1-mat-view-small-no-indexes-case:a
0.037,15.122,q1-mat-view-small-no-indexes-case:a
0.036,14.982,q1-mat-view-small-no-indexes-case:a
0.038,15.175,q1-mat-view-small-no-indexes-case:a
0.038,15.062,q1-mat-view-small-no-indexes-case:a
0.037,15.067,q1-mat-view-small-no-indexes-case:a
0.038,15.467,q1-mat-view-small-no-indexes-case:a
0.037,15.023,q1-mat-view-small-no-indexes-case:a
0.037,15.061,q1-mat-view-small-no-indexes-case:a
0.037,15.03,q1-mat-view-small-no-indexes-case:a
0.037,15.657,q1-mat-view-small-no-indexes-case:a
0.039,14.923,q1-mat-view-small-no-indexes-case:a
0.037,15.073,q1-mat-view-small-no-indexes-case:a
0.036,14.933,q1-mat-view-small-no-indexes-case:a
0.039,14.845,q1-mat-view-small-no-indexes-case:a
0.038,14.875,q1-mat-view-small-no-indexes-case:a
0.037,14.929,q1-mat-view-small-no-indexes-case:a
0.038,14.751,q1-mat-view-small-no-indexes-case:a
0.036,14.919,q1-mat-view-small-no-indexes-case:a
0.038,15.019,q1-mat-view-small-no-indexes-case:a
0.037,14.886,q1-mat-view-small-no-indexes-case:a
0.036,15.05,q1-mat-view-small-no-indexes-case:a
0.038,14.728,q1-mat-view-small-no-indexes-case:a
0.038,14.883,q1-mat-view-small-no-indexes-case:a
0.038,14.831,q1-mat-view-small-no-indexes-case:a
0.037,15.083,q1-mat-view-small-no-indexes-case:a
0.038,14.926,q1-mat-view-small-no-indexes-case:a
0.039,14.926,q1-mat-view-small-no-indexes-case:a
0.037,14.705,q1-mat-view-small-no-indexes-case:a
0.037,14.867,q1-mat-view-small-no-indexes-case:a
0.037,14.871,q1-mat-view-small-no-indexes-case:a
0.038,14.801,q1-mat-view-small-no-indexes-case:a
0.037,14.704,q1-mat-view-small-no-indexes-case:a
0.037,14.662,q1-mat-view-small-no-indexes-case:a
0.036,15.019,q1-mat-view-small-no-indexes-case:a
0.038,15.239,q1-mat-view-small-no-indexes-case:a
0.037,14.765,q1-mat-view-small-no-indexes-case:a
0.038,14.947,q1-mat-view-small-no-indexes-case:a
0.036,14.797,q1-mat-view-small-no-indexes-case:a
0.036,14.917,q1-mat-view-small-no-indexes-case:a
0.038,14.887,q1-mat-view-small-no-indexes-case:a
0.037,15.069,q1-mat-view-small-no-indexes-case:a
0.038,14.929,q1-mat-view-small-no-indexes-case:a
0.038,14.878,q1-mat-view-small-no-indexes-case:a
0.037,14.852,q1-mat-view-small-no-indexes-case:a
0.038,15.198,q1-mat-view-small-no-indexes-case:a
0.038,14.772,q1-mat-view-small-no-indexes-case:a
0.038,14.759,q1-mat-view-small-no-indexes-case:a
0.039,14.788,q1-mat-view-small-no-indexes-case:a
0.037,14.773,q1-mat-view-small-no-indexes-case:a
0.037,14.891,q1-mat-view-small-no-indexes-case:a
0.037,14.857,q1-mat-view-small-no-indexes-case:a
0.037,14.652,q1-mat-view-small-no-indexes-case:b
0.038,14.798,q1-mat-view-small-no-indexes-case:b
0.038,14.754,q1-mat-view-small-no-indexes-case:b
0.038,14.609,q1-mat-view-small-no-indexes-case:b
0.038,14.845,q1-mat-view-small-no-indexes-case:b
0.037,14.595,q1-mat-view-small-no-indexes-case:b
0.038,14.654,q1-mat-view-small-no-indexes-case:b
0.036,14.662,q1-mat-view-small-no-indexes-case:b
0.036,14.656,q1-mat-view-small-no-indexes-case:b
0.037,14.75,q1-mat-view-small-no-indexes-case:b
0.037,14.766,q1-mat-view-small-no-indexes-case:b
0.038,14.871,q1-mat-view-small-no-indexes-case:b
0.037,14.549,q1-mat-view-small-no-indexes-case:b
0.039,14.685,q1-mat-view-small-no-indexes-case:b
0.037,14.724,q1-mat-view-small-no-indexes-case:b
0.038,14.537,q1-mat-view-small-no-indexes-case:b
0.037,14.849,q1-mat-view-small-no-indexes-case:b
0.038,14.68,q1-mat-view-small-no-indexes-case:b
0.038,14.737,q1-mat-view-small-no-indexes-case:b
0.038,14.714,q1-mat-view-small-no-indexes-case:b
0.037,14.58,q1-mat-view-small-no-indexes-case:b
0.037,14.6,q1-mat-view-small-no-indexes-case:b
0.037,14.932,q1-mat-view-small-no-indexes-case:b
0.038,14.752,q1-mat-view-small-no-indexes-case:b
0.037,14.893,q1-mat-view-small-no-indexes-case:b
0.038,14.835,q1-mat-view-small-no-indexes-case:b
0.037,14.73,q1-mat-view-small-no-indexes-case:b
0.038,14.918,q1-mat-view-small-no-indexes-case:b
0.038,14.701,q1-mat-view-small-no-indexes-case:b
0.037,14.767,q1-mat-view-small-no-indexes-case:b
0.038,14.716,q1-mat-view-small-no-indexes-case:b
0.038,14.73,q1-mat-view-small-no-indexes-case:b
0.037,14.806,q1-mat-view-small-no-indexes-case:b
0.037,14.795,q1-mat-view-small-no-indexes-case:b
0.041,14.79,q1-mat-view-small-no-indexes-case:b
0.038,14.86,q1-mat-view-small-no-indexes-case:b
0.038,15.185,q1-mat-view-small-no-indexes-case:b
0.037,14.855,q1-mat-view-small-no-indexes-case:b
0.038,14.779,q1-mat-view-small-no-indexes-case:b
0.037,14.659,q1-mat-view-small-no-indexes-case:b
0.038,14.718,q1-mat-view-small-no-indexes-case:b
0.038,14.539,q1-mat-view-small-no-indexes-case:b
0.038,14.431,q1-mat-view-small-no-indexes-case:b
0.037,14.559,q1-mat-view-small-no-indexes-case:b
0.038,14.62,q1-mat-view-small-no-indexes-case:b
0.038,14.612,q1-mat-view-small-no-indexes-case:b
0.037,14.724,q1-mat-view-small-no-indexes-case:b
0.038,14.566,q1-mat-view-small-no-indexes-case:b
0.036,14.749,q1-mat-view-small-no-indexes-case:b
0.038,14.833,q1-mat-view-small-no-indexes-case:b
0.039,14.445,q1-mat-view-small-no-indexes-case:b
0.037,14.515,q1-mat-view-small-no-indexes-case:b
0.037,14.693,q1-mat-view-small-no-indexes-case:b
0.036,14.741,q1-mat-view-small-no-indexes-case:b
0.037,14.597,q1-mat-view-small-no-indexes-case:b
0.037,14.729,q1-mat-view-small-no-indexes-case:b
0.037,14.851,q1-mat-view-small-no-indexes-case:b
0.037,14.727,q1-mat-view-small-no-indexes-case:b
0.037,14.661,q1-mat-view-small-no-indexes-case:b
0.037,14.885,q1-mat-view-small-no-indexes-case:b
0.038,14.827,q1-mat-view-small-no-indexes-case:b
0.036,14.814,q1-mat-view-small-no-indexes-case:b
0.038,14.861,q1-mat-view-small-no-indexes-case:b
0.037,14.994,q1-mat-view-small-no-indexes-case:b
0.038,14.634,q1-mat-view-small-no-indexes-case:b
0.038,14.565,q1-mat-view-small-no-indexes-case:b
0.038,14.685,q1-mat-view-small-no-indexes-case:b
0.037,14.704,q1-mat-view-small-no-indexes-case:b
0.038,14.496,q1-mat-view-small-no-indexes-case:b
0.036,14.681,q1-mat-view-small-no-indexes-case:b
0.037,14.55,q1-mat-view-small-no-indexes-case:b
0.037,14.501,q1-mat-view-small-no-indexes-case:b
0.037,14.583,q1-mat-view-small-no-indexes-case:b
0.038,14.567,q1-mat-view-small-no-indexes-case:b
0.038,14.595,q1-mat-view-small-no-indexes-case:b
0.037,14.66,q1-mat-view-small-no-indexes-case:c
0.038,14.75,q1-mat-view-small-no-indexes-case:c
0.038,14.784,q1-mat-view-small-no-indexes-case:c
0.037,14.625,q1-mat-view-small-no-indexes-case:c
0.037,14.514,q1-mat-view-small-no-indexes-case:c
0.037,14.745,q1-mat-view-small-no-indexes-case:c
0.037,14.466,q1-mat-view-small-no-indexes-case:c
0.038,14.672,q1-mat-view-small-no-indexes-case:c
0.038,15.122,q1-mat-view-small-no-indexes-case:c
0.036,15.192,q1-mat-view-small-no-indexes-case:c
0.037,14.636,q1-mat-view-small-no-indexes-case:c
0.037,14.796,q1-mat-view-small-no-indexes-case:c
0.037,14.683,q1-mat-view-small-no-indexes-case:c
0.038,14.679,q1-mat-view-small-no-indexes-case:c
0.037,14.836,q1-mat-view-small-no-indexes-case:c
0.038,14.596,q1-mat-view-small-no-indexes-case:c
0.037,14.613,q1-mat-view-small-no-indexes-case:c
0.036,14.633,q1-mat-view-small-no-indexes-case:c
0.038,14.781,q1-mat-view-small-no-indexes-case:c
0.039,14.759,q1-mat-view-small-no-indexes-case:c
0.037,14.48,q1-mat-view-small-no-indexes-case:c
0.038,14.794,q1-mat-view-small-no-indexes-case:c
0.038,14.591,q1-mat-view-small-no-indexes-case:c
0.038,14.819,q1-mat-view-small-no-indexes-case:c
0.037,14.582,q1-mat-view-small-no-indexes-case:c
0.038,14.675,q1-mat-view-small-no-indexes-case:c
0.036,14.923,q1-mat-view-small-no-indexes-case:c
0.037,14.697,q1-mat-view-small-no-indexes-case:c
0.038,14.724,q1-mat-view-small-no-indexes-case:c
0.038,14.51,q1-mat-view-small-no-indexes-case:c
0.038,14.67,q1-mat-view-small-no-indexes-case:c
0.039,14.618,q1-mat-view-small-no-indexes-case:c
0.039,14.785,q1-mat-view-small-no-indexes-case:c
0.038,14.745,q1-mat-view-small-no-indexes-case:c
0.038,14.655,q1-mat-view-small-no-indexes-case:c
0.037,14.848,q1-mat-view-small-no-indexes-case:c
0.038,14.576,q1-mat-view-small-no-indexes-case:c
0.038,14.635,q1-mat-view-small-no-indexes-case:c
0.038,14.54,q1-mat-view-small-no-indexes-case:c
0.038,14.902,q1-mat-view-small-no-indexes-case:c
0.038,14.542,q1-mat-view-small-no-indexes-case:c
0.037,14.853,q1-mat-view-small-no-indexes-case:c
0.038,14.821,q1-mat-view-small-no-indexes-case:c
0.038,14.719,q1-mat-view-small-no-indexes-case:c
0.038,14.72,q1-mat-view-small-no-indexes-case:c
0.038,14.69,q1-mat-view-small-no-indexes-case:c
0.037,14.894,q1-mat-view-small-no-indexes-case:c
0.037,14.594,q1-mat-view-small-no-indexes-case:c
0.039,14.736,q1-mat-view-small-no-indexes-case:c
0.038,14.15,q1-mat-view-small-no-indexes-case:c
0.037,14.711,q1-mat-view-small-no-indexes-case:c
0.039,14.611,q1-mat-view-small-no-indexes-case:c
0.038,14.719,q1-mat-view-small-no-indexes-case:c
0.038,14.683,q1-mat-view-small-no-indexes-case:c
0.038,14.759,q1-mat-view-small-no-indexes-case:c
0.039,14.731,q1-mat-view-small-no-indexes-case:c
0.037,14.791,q1-mat-view-small-no-indexes-case:c
0.038,14.803,q1-mat-view-small-no-indexes-case:c
0.037,14.591,q1-mat-view-small-no-indexes-case:c
0.038,14.739,q1-mat-view-small-no-indexes-case:c
0.038,14.469,q1-mat-view-small-no-indexes-case:c
0.038,14.59,q1-mat-view-small-no-indexes-case:c
0.037,14.684,q1-mat-view-small-no-indexes-case:c
0.038,14.512,q1-mat-view-small-no-indexes-case:c
0.038,14.511,q1-mat-view-small-no-indexes-case:c
0.037,14.507,q1-mat-view-small-no-indexes-case:c
0.037,14.644,q1-mat-view-small-no-indexes-case:c
0.037,14.737,q1-mat-view-small-no-indexes-case:c
0.037,14.478,q1-mat-view-small-no-indexes-case:c
0.037,14.715,q1-mat-view-small-no-indexes-case:c
0.037,14.637,q1-mat-view-small-no-indexes-case:c
0.038,14.444,q1-mat-view-small-no-indexes-case:c
0.037,14.67,q1-mat-view-small-no-indexes-case:c
0.038,15.27,q1-mat-view-small-no-indexes-case:c
0.037,14.655,q1-mat-view-small-no-indexes-case:c
0.045,0.076,q3-mat-view-small-no-indexes-case:a
0.045,0.049,q3-mat-view-small-no-indexes-case:a
0.045,0.049,q3-mat-view-small-no-indexes-case:a
0.046,0.05,q3-mat-view-small-no-indexes-case:a
0.046,0.05,q3-mat-view-small-no-indexes-case:a
0.045,0.049,q3-mat-view-small-no-indexes-case:a
0.045,0.049,q3-mat-view-small-no-indexes-case:a
0.046,0.05,q3-mat-view-small-no-indexes-case:a
0.045,0.049,q3-mat-view-small-no-indexes-case:a
0.045,0.049,q3-mat-view-small-no-indexes-case:a
0.046,0.05,q3-mat-view-small-no-indexes-case:a
0.046,0.05,q3-mat-view-small-no-indexes-case:a
0.047,0.051,q3-mat-view-small-no-indexes-case:a
0.046,0.049,q3-mat-view-small-no-indexes-case:a
0.046,0.049,q3-mat-view-small-no-indexes-case:a
0.046,0.05,q3-mat-view-small-no-indexes-case:a
0.047,0.05,q3-mat-view-small-no-indexes-case:a
0.045,0.049,q3-mat-view-small-no-indexes-case:a
0.045,0.049,q3-mat-view-small-no-indexes-case:a
0.046,0.05,q3-mat-view-small-no-indexes-case:a
0.047,0.05,q3-mat-view-small-no-indexes-case:a
0.047,0.05,q3-mat-view-small-no-indexes-case:a
0.045,0.049,q3-mat-view-small-no-indexes-case:a
0.047,0.05,q3-mat-view-small-no-indexes-case:a
0.046,0.049,q3-mat-view-small-no-indexes-case:a
0.045,0.049,q3-mat-view-small-no-indexes-case:a
0.046,0.049,q3-mat-view-small-no-indexes-case:a
0.045,0.049,q3-mat-view-small-no-indexes-case:a
0.045,0.049,q3-mat-view-small-no-indexes-case:a
0.046,0.049,q3-mat-view-small-no-indexes-case:a
0.045,0.049,q3-mat-view-small-no-indexes-case:a
0.046,0.05,q3-mat-view-small-no-indexes-case:a
0.045,0.049,q3-mat-view-small-no-indexes-case:a
0.045,0.049,q3-mat-view-small-no-indexes-case:a
0.046,0.049,q3-mat-view-small-no-indexes-case:a
0.047,0.05,q3-mat-view-small-no-indexes-case:a
0.046,0.05,q3-mat-view-small-no-indexes-case:a
0.047,0.05,q3-mat-view-small-no-indexes-case:a
0.046,0.049,q3-mat-view-small-no-indexes-case:a
0.046,0.049,q3-mat-view-small-no-indexes-case:a
0.047,0.051,q3-mat-view-small-no-indexes-case:a
0.045,0.049,q3-mat-view-small-no-indexes-case:a
0.045,0.049,q3-mat-view-small-no-indexes-case:a
0.045,0.049,q3-mat-view-small-no-indexes-case:a
0.045,0.049,q3-mat-view-small-no-indexes-case:a
0.046,0.05,q3-mat-view-small-no-indexes-case:a
0.046,0.049,q3-mat-view-small-no-indexes-case:a
0.046,0.049,q3-mat-view-small-no-indexes-case:a
0.047,0.05,q3-mat-view-small-no-indexes-case:a
0.046,0.05,q3-mat-view-small-no-indexes-case:a
0.045,0.048,q3-mat-view-small-no-indexes-case:a
0.045,0.049,q3-mat-view-small-no-indexes-case:a
0.046,0.05,q3-mat-view-small-no-indexes-case:a
0.045,0.049,q3-mat-view-small-no-indexes-case:a
0.045,0.049,q3-mat-view-small-no-indexes-case:a
0.046,0.05,q3-mat-view-small-no-indexes-case:a
0.046,0.05,q3-mat-view-small-no-indexes-case:a
0.045,0.049,q3-mat-view-small-no-indexes-case:a
0.045,0.049,q3-mat-view-small-no-indexes-case:a
0.046,0.05,q3-mat-view-small-no-indexes-case:a
0.046,0.049,q3-mat-view-small-no-indexes-case:a
0.045,0.049,q3-mat-view-small-no-indexes-case:a
0.045,0.049,q3-mat-view-small-no-indexes-case:a
0.046,0.049,q3-mat-view-small-no-indexes-case:a
0.046,0.05,q3-mat-view-small-no-indexes-case:a
0.046,0.05,q3-mat-view-small-no-indexes-case:a
0.046,0.05,q3-mat-view-small-no-indexes-case:a
0.046,0.05,q3-mat-view-small-no-indexes-case:a
0.046,0.049,q3-mat-view-small-no-indexes-case:a
0.045,0.049,q3-mat-view-small-no-indexes-case:a
0.046,0.049,q3-mat-view-small-no-indexes-case:a
0.045,0.049,q3-mat-view-small-no-indexes-case:a
0.045,0.049,q3-mat-view-small-no-indexes-case:a
0.046,0.049,q3-mat-view-small-no-indexes-case:a
0.044,0.048,q3-mat-view-small-no-indexes-case:a
0.046,0.049,q3-mat-view-small-no-indexes-case:b
0.045,0.049,q3-mat-view-small-no-indexes-case:b
0.045,0.049,q3-mat-view-small-no-indexes-case:b
0.046,0.049,q3-mat-view-small-no-indexes-case:b
0.045,0.049,q3-mat-view-small-no-indexes-case:b
0.045,0.049,q3-mat-view-small-no-indexes-case:b
0.046,0.049,q3-mat-view-small-no-indexes-case:b
0.046,0.049,q3-mat-view-small-no-indexes-case:b
0.045,0.049,q3-mat-view-small-no-indexes-case:b
0.047,0.05,q3-mat-view-small-no-indexes-case:b
0.046,0.05,q3-mat-view-small-no-indexes-case:b
0.046,0.05,q3-mat-view-small-no-indexes-case:b
0.045,0.049,q3-mat-view-small-no-indexes-case:b
0.045,0.049,q3-mat-view-small-no-indexes-case:b
0.046,0.049,q3-mat-view-small-no-indexes-case:b
0.046,0.049,q3-mat-view-small-no-indexes-case:b
0.045,0.049,q3-mat-view-small-no-indexes-case:b
0.045,0.049,q3-mat-view-small-no-indexes-case:b
0.046,0.049,q3-mat-view-small-no-indexes-case:b
0.045,0.049,q3-mat-view-small-no-indexes-case:b
0.046,0.049,q3-mat-view-small-no-indexes-case:b
0.045,0.049,q3-mat-view-small-no-indexes-case:b
0.046,0.049,q3-mat-view-small-no-indexes-case:b
0.045,0.049,q3-mat-view-small-no-indexes-case:b
0.046,0.05,q3-mat-view-small-no-indexes-case:b
0.045,0.049,q3-mat-view-small-no-indexes-case:b
0.045,0.049,q3-mat-view-small-no-indexes-case:b
0.046,0.049,q3-mat-view-small-no-indexes-case:b
0.045,0.049,q3-mat-view-small-no-indexes-case:b
0.046,0.049,q3-mat-view-small-no-indexes-case:b
0.045,0.049,q3-mat-view-small-no-indexes-case:b
0.045,0.048,q3-mat-view-small-no-indexes-case:b
0.046,0.049,q3-mat-view-small-no-indexes-case:b
0.046,0.049,q3-mat-view-small-no-indexes-case:b
0.045,0.049,q3-mat-view-small-no-indexes-case:b
0.046,0.049,q3-mat-view-small-no-indexes-case:b
0.046,0.049,q3-mat-view-small-no-indexes-case:b
0.045,0.049,q3-mat-view-small-no-indexes-case:b
0.046,0.05,q3-mat-view-small-no-indexes-case:b
0.045,0.049,q3-mat-view-small-no-indexes-case:b
0.045,0.049,q3-mat-view-small-no-indexes-case:b
0.045,0.049,q3-mat-view-small-no-indexes-case:b
0.045,0.049,q3-mat-view-small-no-indexes-case:b
0.045,0.049,q3-mat-view-small-no-indexes-case:b
0.045,0.049,q3-mat-view-small-no-indexes-case:b
0.045,0.049,q3-mat-view-small-no-indexes-case:b
0.045,0.049,q3-mat-view-small-no-indexes-case:b
0.045,0.049,q3-mat-view-small-no-indexes-case:b
0.046,0.049,q3-mat-view-small-no-indexes-case:b
0.045,0.049,q3-mat-view-small-no-indexes-case:b
0.046,0.049,q3-mat-view-small-no-indexes-case:b
0.045,0.049,q3-mat-view-small-no-indexes-case:b
0.046,0.05,q3-mat-view-small-no-indexes-case:b
0.045,0.049,q3-mat-view-small-no-indexes-case:b
0.045,0.049,q3-mat-view-small-no-indexes-case:b
0.046,0.049,q3-mat-view-small-no-indexes-case:b
0.045,0.049,q3-mat-view-small-no-indexes-case:b
0.046,0.049,q3-mat-view-small-no-indexes-case:b
0.046,0.049,q3-mat-view-small-no-indexes-case:b
0.045,0.049,q3-mat-view-small-no-indexes-case:b
0.045,0.049,q3-mat-view-small-no-indexes-case:b
0.045,0.049,q3-mat-view-small-no-indexes-case:b
0.045,0.049,q3-mat-view-small-no-indexes-case:b
0.046,0.05,q3-mat-view-small-no-indexes-case:b
0.045,0.049,q3-mat-view-small-no-indexes-case:b
0.045,0.048,q3-mat-view-small-no-indexes-case:b
0.046,0.049,q3-mat-view-small-no-indexes-case:b
0.045,0.049,q3-mat-view-small-no-indexes-case:b
0.047,0.05,q3-mat-view-small-no-indexes-case:b
0.045,0.049,q3-mat-view-small-no-indexes-case:b
0.045,0.049,q3-mat-view-small-no-indexes-case:b
0.046,0.049,q3-mat-view-small-no-indexes-case:b
0.046,0.049,q3-mat-view-small-no-indexes-case:b
0.045,0.049,q3-mat-view-small-no-indexes-case:b
0.045,0.068,q3-mat-view-small-no-indexes-case:c
0.044,0.048,q3-mat-view-small-no-indexes-case:c
0.045,0.049,q3-mat-view-small-no-indexes-case:c
0.045,0.049,q3-mat-view-small-no-indexes-case:c
0.045,0.049,q3-mat-view-small-no-indexes-case:c
0.045,0.049,q3-mat-view-small-no-indexes-case:c
0.045,0.049,q3-mat-view-small-no-indexes-case:c
0.046,0.05,q3-mat-view-small-no-indexes-case:c
0.045,0.049,q3-mat-view-small-no-indexes-case:c
0.046,0.049,q3-mat-view-small-no-indexes-case:c
0.046,0.049,q3-mat-view-small-no-indexes-case:c
0.046,0.049,q3-mat-view-small-no-indexes-case:c
0.045,0.049,q3-mat-view-small-no-indexes-case:c
0.045,0.048,q3-mat-view-small-no-indexes-case:c
0.045,0.049,q3-mat-view-small-no-indexes-case:c
0.046,0.049,q3-mat-view-small-no-indexes-case:c
0.045,0.049,q3-mat-view-small-no-indexes-case:c
0.047,0.05,q3-mat-view-small-no-indexes-case:c
0.046,0.05,q3-mat-view-small-no-indexes-case:c
0.046,0.049,q3-mat-view-small-no-indexes-case:c
0.045,0.049,q3-mat-view-small-no-indexes-case:c
0.045,0.049,q3-mat-view-small-no-indexes-case:c
0.046,0.049,q3-mat-view-small-no-indexes-case:c
0.046,0.049,q3-mat-view-small-no-indexes-case:c
0.045,0.049,q3-mat-view-small-no-indexes-case:c
0.045,0.049,q3-mat-view-small-no-indexes-case:c
0.045,0.048,q3-mat-view-small-no-indexes-case:c
0.045,0.049,q3-mat-view-small-no-indexes-case:c
0.045,0.049,q3-mat-view-small-no-indexes-case:c
0.045,0.049,q3-mat-view-small-no-indexes-case:c
0.045,0.049,q3-mat-view-small-no-indexes-case:c
0.047,0.05,q3-mat-view-small-no-indexes-case:c
0.046,0.049,q3-mat-view-small-no-indexes-case:c
0.045,0.049,q3-mat-view-small-no-indexes-case:c
0.046,0.049,q3-mat-view-small-no-indexes-case:c
0.045,0.049,q3-mat-view-small-no-indexes-case:c
0.045,0.049,q3-mat-view-small-no-indexes-case:c
0.045,0.049,q3-mat-view-small-no-indexes-case:c
0.046,0.049,q3-mat-view-small-no-indexes-case:c
0.046,0.049,q3-mat-view-small-no-indexes-case:c
0.045,0.049,q3-mat-view-small-no-indexes-case:c
0.045,0.049,q3-mat-view-small-no-indexes-case:c
0.046,0.05,q3-mat-view-small-no-indexes-case:c
0.045,0.049,q3-mat-view-small-no-indexes-case:c
0.046,0.049,q3-mat-view-small-no-indexes-case:c
0.045,0.049,q3-mat-view-small-no-indexes-case:c
0.045,0.049,q3-mat-view-small-no-indexes-case:c
0.045,0.049,q3-mat-view-small-no-indexes-case:c
0.046,0.049,q3-mat-view-small-no-indexes-case:c
0.046,0.05,q3-mat-view-small-no-indexes-case:c
0.045,0.049,q3-mat-view-small-no-indexes-case:c
0.046,0.049,q3-mat-view-small-no-indexes-case:c
0.046,0.05,q3-mat-view-small-no-indexes-case:c
0.045,0.049,q3-mat-view-small-no-indexes-case:c
0.045,0.049,q3-mat-view-small-no-indexes-case:c
0.046,0.049,q3-mat-view-small-no-indexes-case:c
0.045,0.049,q3-mat-view-small-no-indexes-case:c
0.046,0.049,q3-mat-view-small-no-indexes-case:c
0.045,0.049,q3-mat-view-small-no-indexes-case:c
0.045,0.049,q3-mat-view-small-no-indexes-case:c
0.045,0.049,q3-mat-view-small-no-indexes-case:c
0.045,0.049,q3-mat-view-small-no-indexes-case:c
0.045,0.049,q3-mat-view-small-no-indexes-case:c
0.045,0.049,q3-mat-view-small-no-indexes-case:c
0.046,0.049,q3-mat-view-small-no-indexes-case:c
0.045,0.049,q3-mat-view-small-no-indexes-case:c
0.045,0.049,q3-mat-view-small-no-indexes-case:c
0.046,0.049,q3-mat-view-small-no-indexes-case:c
0.046,0.05,q3-mat-view-small-no-indexes-case:c
0.046,0.049,q3-mat-view-small-no-indexes-case:c
0.045,0.049,q3-mat-view-small-no-indexes-case:c
0.046,0.049,q3-mat-view-small-no-indexes-case:c
0.045,0.049,q3-mat-view-small-no-indexes-case:c
0.045,0.049,q3-mat-view-small-no-indexes-case:c
0.045,0.049,q3-mat-view-small-no-indexes-case:c
0.037,15.765,q1-mat-view-small-indexes-case:a
0.037,15.931,q1-mat-view-small-indexes-case:a
0.037,16.072,q1-mat-view-small-indexes-case:a
0.037,17.348,q1-mat-view-small-indexes-case:a
0.037,16.963,q1-mat-view-small-indexes-case:a
0.037,16.688,q1-mat-view-small-indexes-case:a
